clip_id,file_name,start_time_s,end_time_s,duration_s,audio_layout,program_type,segment_type,lufs_integrated,true_peak_dbfs,silence_ratio,stereo_correlation,snr_estimated,label_loudness_high,label_loudness_low,label_clipping,label_noise_high,label_silence_anomalous,label_mono_issue,label_distortion,source_format,source_origin,pre_correction,qc_result,annotator,synthetic_case,synthetic_type,confidence,notes,y_bin
COCINANDO_PGR_08_B1_POL1_38,COCINANDO_PGR_08_B1_POL1.wav,185,190,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_39,COCINANDO_PGR_08_B1_POL1.wav,190,195,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_40,COCINANDO_PGR_08_B1_POL1.wav,195,200,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_41,COCINANDO_PGR_08_B1_POL1.wav,200,205,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_42,COCINANDO_PGR_08_B1_POL1.wav,205,210,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_43,COCINANDO_PGR_08_B1_POL1.wav,210,215,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_44,COCINANDO_PGR_08_B1_POL1.wav,215,220,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_45,COCINANDO_PGR_08_B1_POL1.wav,220,225,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_46,COCINANDO_PGR_08_B1_POL1.wav,225,230,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_47,COCINANDO_PGR_08_B1_POL1.wav,230,235,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_48,COCINANDO_PGR_08_B1_POL1.wav,235,240,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_49,COCINANDO_PGR_08_B1_POL1.wav,240,245,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_50,COCINANDO_PGR_08_B1_POL1.wav,245,250,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_51,COCINANDO_PGR_08_B1_POL1.wav,250,255,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_52,COCINANDO_PGR_08_B1_POL1.wav,255,260,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_53,COCINANDO_PGR_08_B1_POL1.wav,260,265,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_54,COCINANDO_PGR_08_B1_POL1.wav,265,270,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_55,COCINANDO_PGR_08_B1_POL1.wav,270,275,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_56,COCINANDO_PGR_08_B1_POL1.wav,275,280,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_57,COCINANDO_PGR_08_B1_POL1.wav,280,285,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_58,COCINANDO_PGR_08_B1_POL1.wav,285,290,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_59,COCINANDO_PGR_08_B1_POL1.wav,290,295,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_60,COCINANDO_PGR_08_B1_POL1.wav,295,300,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_61,COCINANDO_PGR_08_B1_POL1.wav,300,305,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_62,COCINANDO_PGR_08_B1_POL1.wav,305,310,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_63,COCINANDO_PGR_08_B1_POL1.wav,310,315,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_64,COCINANDO_PGR_08_B1_POL1.wav,315,320,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_65,COCINANDO_PGR_08_B1_POL1.wav,320,325,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_66,COCINANDO_PGR_08_B1_POL1.wav,325,330,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_67,COCINANDO_PGR_08_B1_POL1.wav,330,335,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_68,COCINANDO_PGR_08_B1_POL1.wav,335,340,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_69,COCINANDO_PGR_08_B1_POL1.wav,340,345,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_70,COCINANDO_PGR_08_B1_POL1.wav,345,350,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_71,COCINANDO_PGR_08_B1_POL1.wav,350,355,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_72,COCINANDO_PGR_08_B1_POL1.wav,355,360,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_73,COCINANDO_PGR_08_B1_POL1.wav,360,365,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_74,COCINANDO_PGR_08_B1_POL1.wav,365,370,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_75,COCINANDO_PGR_08_B1_POL1.wav,370,375,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_76,COCINANDO_PGR_08_B1_POL1.wav,375,380,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_77,COCINANDO_PGR_08_B1_POL1.wav,380,385,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_78,COCINANDO_PGR_08_B1_POL1.wav,385,390,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_79,COCINANDO_PGR_08_B1_POL1.wav,390,395,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_80,COCINANDO_PGR_08_B1_POL1.wav,395,400,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_81,COCINANDO_PGR_08_B1_POL1.wav,400,405,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_82,COCINANDO_PGR_08_B1_POL1.wav,405,410,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_83,COCINANDO_PGR_08_B1_POL1.wav,410,415,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_84,COCINANDO_PGR_08_B1_POL1.wav,415,420,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_85,COCINANDO_PGR_08_B1_POL1.wav,420,425,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_86,COCINANDO_PGR_08_B1_POL1.wav,425,430,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_87,COCINANDO_PGR_08_B1_POL1.wav,430,435,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_88,COCINANDO_PGR_08_B1_POL1.wav,435,440,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_89,COCINANDO_PGR_08_B1_POL1.wav,440,445,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_90,COCINANDO_PGR_08_B1_POL1.wav,445,450,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_91,COCINANDO_PGR_08_B1_POL1.wav,450,455,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_92,COCINANDO_PGR_08_B1_POL1.wav,455,460,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_93,COCINANDO_PGR_08_B1_POL1.wav,460,465,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_94,COCINANDO_PGR_08_B1_POL1.wav,465,470,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_95,COCINANDO_PGR_08_B1_POL1.wav,470,475,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_96,COCINANDO_PGR_08_B1_POL1.wav,475,480,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_97,COCINANDO_PGR_08_B1_POL1.wav,480,485,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_98,COCINANDO_PGR_08_B1_POL1.wav,485,490,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_99,COCINANDO_PGR_08_B1_POL1.wav,490,495,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_100,COCINANDO_PGR_08_B1_POL1.wav,495,500,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_101,COCINANDO_PGR_08_B1_POL1.wav,500,505,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_102,COCINANDO_PGR_08_B1_POL1.wav,505,510,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_103,COCINANDO_PGR_08_B1_POL1.wav,510,515,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_104,COCINANDO_PGR_08_B1_POL1.wav,515,520,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_105,COCINANDO_PGR_08_B1_POL1.wav,520,525,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_106,COCINANDO_PGR_08_B1_POL1.wav,525,530,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_107,COCINANDO_PGR_08_B1_POL1.wav,530,535,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_108,COCINANDO_PGR_08_B1_POL1.wav,535,540,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_109,COCINANDO_PGR_08_B1_POL1.wav,540,545,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_110,COCINANDO_PGR_08_B1_POL1.wav,545,550,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_111,COCINANDO_PGR_08_B1_POL1.wav,550,555,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_112,COCINANDO_PGR_08_B1_POL1.wav,555,560,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_113,COCINANDO_PGR_08_B1_POL1.wav,560,565,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_114,COCINANDO_PGR_08_B1_POL1.wav,565,570,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_115,COCINANDO_PGR_08_B1_POL1.wav,570,575,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
Ju2octCHAPULIN202b2_1,Ju2octCHAPULIN202b2.wav,0,5,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
Ju2octCHAPULIN202b2_2,Ju2octCHAPULIN202b2.wav,5,10,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
Ju2octCHAPULIN202b2_3,Ju2octCHAPULIN202b2.wav,10,15,5,STEREO,SERIE,MIXTO,,,,,,1,0,0,0,0,0,0,WAV,CANAL,0,advertencia,AA,0,0,5,,1
Ju2octCHAPULIN202b2_4,Ju2octCHAPULIN202b2.wav,15,20,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
Ju2octCHAPULIN202b2_5,Ju2octCHAPULIN202b2.wav,20,25,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
Ju2octCHAPULIN202b2_6,Ju2octCHAPULIN202b2.wav,25,30,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
Ju2octCHAPULIN202b2_7,Ju2octCHAPULIN202b2.wav,30,35,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
Ju2octCHAPULIN202b2_8,Ju2octCHAPULIN202b2.wav,35,40,5,STEREO,SERIE,MIXTO,,,,,,0,1,0,0,0,0,0,WAV,CANAL,0,advertencia,AA,0,0,5,,1
Ju2octCHAPULIN202b2_9,Ju2octCHAPULIN202b2.wav,40,45,5,STEREO,SERIE,MIXTO,,,,,,0,1,0,0,0,0,0,WAV,CANAL,0,advertencia,AA,0,0,5,,1
Ju2octCHAPULIN202b2_10,Ju2octCHAPULIN202b2.wav,45,50,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
Ju2octCHAPULIN202b2_11,Ju2octCHAPULIN202b2.wav,50,55,5,STEREO,SERIE,MIXTO,,,,,,0,1,0,0,0,0,0,WAV,CANAL,0,advertencia,AA,0,0,5,,1
Ju2octCHAPULIN202b2_12,Ju2octCHAPULIN202b2.wav,55,60,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
